sentiments,tweets
attack,147.32.85.412
attack,147.32.85.413
attack,147.32.85.414
attack,147.32.85.415
attack,147.32.85.416
attack,147.32.85.417
attack,147.32.85.418
attack,147.32.85.419
attack,147.32.85.420
attack,147.32.85.421
attack,147.32.85.422
attack,147.32.85.423
attack,147.32.85.424
attack,147.32.85.425
attack,147.32.85.426
attack,147.32.85.427
attack,147.32.85.428
attack,147.32.85.429
attack,147.32.85.430
attack,147.32.85.431
attack,147.32.85.432
attack,147.32.85.433
attack,147.32.85.434
attack,147.32.85.435
attack,147.32.85.436
attack,147.32.85.437
attack,147.32.85.438
attack,147.32.85.439
attack,147.32.85.440
attack,147.32.85.441
attack,147.32.85.442
attack,147.32.85.443
attack,147.32.85.444
attack,147.32.85.445
attack,147.32.85.446
attack,147.32.85.447
attack,147.32.85.448
attack,147.32.85.449
attack,147.32.85.450
attack,147.32.85.451
attack,147.32.85.452
attack,147.32.85.453
attack,147.32.85.454
attack,147.32.85.455
attack,147.32.85.456
attack,147.32.85.457
attack,147.32.85.458
attack,147.32.85.459
attack,147.32.85.460
attack,147.32.85.461
attack,147.32.85.462
attack,147.32.85.463
attack,147.32.85.464
attack,147.32.85.465
attack,147.32.85.466
attack,147.32.85.467
attack,147.32.85.468
attack,147.32.85.469
attack,147.32.85.470
attack,147.32.85.471
attack,147.32.85.472
attack,147.32.85.473
attack,147.32.85.474
attack,147.32.85.475
attack,147.32.85.476
attack,147.32.85.477
attack,147.32.85.478
attack,147.32.85.479
attack,147.32.85.480
attack,147.32.85.481
attack,147.32.85.482
attack,147.32.85.483
attack,147.32.85.484
attack,147.32.85.485
attack,147.32.85.486
attack,147.32.85.487
attack,147.32.85.488
attack,147.32.85.489
attack,147.32.85.490
attack,147.32.85.491
attack,147.32.85.492
attack,147.32.85.493
attack,147.32.85.494
attack,147.32.85.495
attack,147.32.85.496
attack,147.32.85.497
attack,147.32.85.498
attack,147.32.85.499
attack,147.32.85.500
attack,147.32.85.501
attack,147.32.85.502
attack,147.32.85.503
attack,147.32.85.504
attack,147.32.85.505
attack,147.32.85.506
attack,147.32.85.507
attack,147.32.85.508
attack,147.32.85.509
attack,147.32.85.510
attack,147.32.85.511
attack,147.32.85.512
attack,147.32.85.513
attack,147.32.85.514
attack,147.32.85.515
attack,147.32.85.516
attack,147.32.85.517
attack,147.32.85.518
attack,147.32.85.519
attack,147.32.85.520
attack,147.32.85.521
attack,147.32.85.522
attack,147.32.85.523
attack,147.32.85.524
attack,147.32.85.525
attack,147.32.85.526
attack,147.32.85.527
attack,147.32.85.528
attack,147.32.85.529
attack,147.32.85.530
attack,147.32.85.531
attack,147.32.85.532
attack,147.32.85.533
attack,147.32.85.534
attack,147.32.85.535
attack,147.32.85.536
attack,147.32.85.537
attack,147.32.85.538
attack,240.32.85.539
attack,147.32.85.540
attack,147.32.85.541
attack,147.32.85.542
attack,147.32.85.543
attack,147.32.85.544
attack,147.32.85.545
attack,147.32.85.546
attack,147.32.85.547
attack,147.32.85.548
attack,147.32.85.549
attack,147.32.85.550
attack,147.32.85.551
attack,147.32.85.552
attack,147.32.85.553
attack,147.32.85.554
attack,147.32.85.555
attack,147.32.85.556
attack,147.32.85.557
attack,147.32.85.558
attack,147.32.85.559
attack,147.32.85.560
attack,147.32.85.561
attack,147.32.85.562
attack,147.32.85.563
attack,147.32.85.564
attack,147.32.85.565
attack,147.32.85.566
attack,147.32.85.567
attack,147.32.85.568
attack,147.32.85.569
attack,147.32.85.570
attack,147.32.85.571
attack,147.32.85.572
attack,147.32.85.573
attack,147.32.85.574
attack,147.32.85.575
attack,147.32.85.576
attack,147.32.85.577
attack,147.32.85.578
attack,147.32.85.579
attack,147.32.85.580
attack,147.32.85.581
attack,147.32.85.582
attack,147.32.85.583
attack,147.32.85.584
attack,147.32.85.585
attack,147.32.85.586
attack,147.32.85.587
attack,147.32.85.588
attack,147.32.85.589
attack,147.32.85.590
attack,147.32.85.591
attack,147.32.85.592
attack,147.32.85.593
attack,147.32.85.594
attack,147.32.85.595
attack,147.32.85.596
attack,147.32.85.597
attack,147.32.85.598
attack,147.32.85.599
attack,147.32.85.600
attack,147.32.85.601
attack,147.32.85.602
attack,147.32.85.603
attack,147.32.85.604
attack,147.32.85.605
attack,147.32.85.606
attack,147.32.85.607
attack,147.32.85.608
attack,147.32.85.609
attack,147.32.85.610
attack,147.32.85.611
attack,147.32.85.612
attack,147.32.85.613
attack,147.32.85.614
attack,147.32.85.615
attack,147.32.85.616
attack,147.32.85.617
attack,147.32.85.618
attack,147.32.85.619
attack,147.32.85.620
attack,147.32.85.621
attack,147.32.85.622
attack,147.32.85.623
attack,147.32.85.624
attack,147.32.85.625
attack,147.32.85.626
attack,147.32.85.627
attack,147.32.85.628
attack,147.32.85.629
attack,147.32.85.630
attack,147.32.85.631
attack,147.32.85.632
attack,147.32.85.633
attack,147.32.85.634
attack,147.32.85.635
attack,147.32.85.636
attack,147.32.85.637
attack,147.32.85.638
attack,147.32.85.639
attack,147.32.85.640
attack,147.32.85.641
attack,147.32.85.642
attack,147.32.85.643
attack,147.32.85.644
attack,147.32.85.645
attack,147.32.85.646
attack,147.32.85.647
attack,147.32.85.648
attack,147.32.85.649
attack,147.32.85.650
attack,147.32.85.651
attack,147.32.85.652
attack,147.32.85.653
attack,147.32.85.654
attack,147.32.85.655
attack,147.32.85.656
attack,147.32.85.657
attack,147.32.85.658
attack,147.32.85.659
attack,147.32.85.660
attack,147.32.85.661
attack,147.32.85.662
attack,147.32.85.663
attack,147.32.85.664
attack,147.32.85.665
attack,147.32.85.666
attack,147.32.85.667
attack,147.32.85.668
attack,147.32.85.669
attack,147.32.85.670
attack,147.32.85.671
attack,147.32.85.672
attack,147.32.85.673
attack,147.32.85.674
attack,147.32.85.675
attack,147.32.85.676
attack,147.32.85.677
attack,147.32.85.678
attack,147.32.85.679
attack,147.32.85.680
attack,147.32.85.681
attack,147.32.85.682
attack,147.32.85.683
attack,147.32.85.684
attack,147.32.85.685
attack,147.32.85.686
attack,147.32.85.687
attack,147.32.85.688
attack,147.32.85.689
attack,147.32.85.690
attack,147.32.85.691
attack,147.32.85.692
attack,147.32.85.693
attack,147.32.85.694
attack,147.32.85.695
attack,147.32.85.696
attack,147.32.85.697
attack,147.32.85.698
attack,147.32.85.699
attack,147.32.85.700
attack,147.32.85.701
attack,147.32.85.702
attack,147.32.85.703
attack,147.32.85.704
attack,147.32.85.705
attack,147.32.85.706
attack,147.32.85.707
attack,147.32.85.708
attack,147.32.85.709
attack,147.32.85.710
attack,147.32.85.711
attack,147.32.85.712
attack,147.32.85.713
attack,147.32.85.714
attack,147.32.85.715
attack,147.32.85.716
attack,147.32.85.717
attack,147.32.85.718
attack,147.32.85.719
attack,147.32.85.720
attack,147.32.85.721
attack,147.32.85.722
attack,147.32.85.723
attack,147.32.85.724
attack,147.32.85.725
attack,147.32.85.726
attack,147.32.85.727
attack,147.32.85.728
attack,147.32.85.729
attack,147.32.85.730
attack,147.32.85.731
attack,147.32.85.732
attack,147.32.85.733
attack,147.32.85.734
attack,147.32.85.735
attack,147.32.85.736
attack,147.32.85.737
attack,147.32.85.738
attack,147.32.85.739
attack,147.32.85.740
attack,147.32.85.741
attack,147.32.85.742
attack,147.32.85.743
attack,147.32.85.744
attack,147.32.85.745
attack,147.32.85.746
attack,147.32.85.747
attack,147.32.85.748
attack,147.32.85.749
attack,147.32.85.750
attack,147.32.85.751
attack,147.32.85.752
attack,147.32.85.753
attack,147.32.85.754
attack,147.32.85.755
attack,147.32.85.756
attack,147.32.85.757
attack,147.32.85.758
attack,147.32.85.759
attack,147.32.85.760
attack,147.32.85.761
attack,66.249.72.180
attack,66.249.72.181
attack,66.249.72.182
attack,66.249.72.183
attack,66.249.72.184
attack,66.249.72.185
attack,66.249.72.186
attack,66.249.72.187
attack,66.249.72.188
attack,66.249.72.189
attack,66.249.72.190
attack,66.249.72.191
attack,66.249.72.192
attack,66.249.72.193
attack,66.249.72.194
attack,66.249.72.195
attack,66.249.72.196
attack,66.249.72.197
attack,66.249.72.198
attack,66.249.72.199
attack,66.249.72.200
attack,66.249.72.201
attack,66.249.72.202
attack,66.249.72.203
attack,66.249.72.204
attack,66.249.72.205
attack,66.249.72.206
attack,66.249.72.207
attack,66.249.72.208
attack,66.249.72.209
attack,66.249.72.210
attack,66.249.72.211
attack,66.249.72.212
attack,66.249.72.213
attack,66.249.72.214
attack,66.249.72.215
attack,66.249.72.216
attack,66.249.72.217
attack,66.249.72.218
attack,66.249.72.219
attack,66.249.72.220
attack,66.249.72.221
attack,66.249.72.222
attack,66.249.72.223
attack,66.249.72.224
attack,66.249.72.225
attack,66.249.72.226
attack,66.249.72.227
attack,66.249.72.228
attack,66.249.72.229
attack,66.249.72.230
attack,66.249.72.231
attack,66.249.72.232
attack,66.249.72.233
attack,66.249.72.234
attack,66.249.72.235
attack,66.249.72.236
attack,66.249.72.237
attack,66.249.72.238
attack,66.249.72.239
attack,66.249.72.240
attack,66.249.72.241
attack,66.249.72.242
attack,66.249.72.243
attack,66.249.72.244
attack,66.249.72.245
attack,66.249.72.246
attack,66.249.72.247
attack,66.249.72.248
attack,66.249.72.249
attack,66.249.72.250
attack,66.249.72.251
attack,66.249.72.252
attack,66.249.72.253
attack,66.249.72.254
attack,66.249.72.255
attack,66.249.72.256
attack,66.249.72.257
attack,66.249.72.258
attack,66.249.72.259
attack,66.249.72.260
attack,66.249.72.261
attack,66.249.72.262
attack,66.249.72.263
attack,66.249.72.264
attack,66.249.72.265
attack,66.249.72.266
attack,66.249.72.267
attack,66.249.72.268
attack,66.249.72.269
attack,66.249.72.270
attack,66.249.72.271
attack,66.249.72.272
attack,66.249.72.273
attack,66.249.72.274
attack,66.249.72.275
attack,66.249.72.276
attack,66.249.72.277
attack,66.249.72.278
attack,66.249.72.279
attack,66.249.72.280
attack,66.249.72.281
attack,66.249.72.282
attack,66.249.72.283
attack,66.249.72.284
normal,192.168.5.12
normal,192.168.13.20
normal,192.5.14.95
normal,192.6.12.0
normal,192.12.3.0
normal,192.6.5.1
normal,192.6.5.2
normal,192.6.5.3
normal,192.6.5.4
normal,192.6.5.5
normal,192.6.5.6
normal,192.6.5.7
normal,192.6.5.8
normal,192.6.5.9
normal,192.6.5.10
normal,192.6.5.11
normal,192.6.5.12
normal,192.6.5.13
normal,192.6.5.14
normal,192.6.5.15
normal,192.6.5.16
normal,192.6.5.17
normal,192.6.5.18
normal,192.6.5.19
normal,192.6.5.20
normal,192.6.5.21
normal,192.6.5.22
normal,192.6.5.23
normal,192.6.5.24
normal,192.6.5.25
normal,192.6.5.26
normal,192.6.5.27
normal,192.6.5.28
normal,192.6.5.29
normal,192.6.5.30
normal,192.6.5.31
normal,192.6.5.32
normal,192.6.5.33
normal,192.6.5.34
normal,192.168.14.31
normal,192.168.13.31
normal,192.168.14.32
normal,192.168.13.32
normal,192.168.14.33
normal,192.168.13.33
normal,192.168.14.34
normal,192.168.13.34
normal,192.168.14.35
normal,192.168.13.35
normal,192.168.14.36
normal,192.168.13.36
normal,192.168.14.37
normal,192.168.13.37
normal,192.168.14.38
normal,192.168.13.38
normal,192.168.14.39
normal,192.168.13.39
normal,192.168.14.40
normal,192.168.13.40
normal,192.168.14.41
normal,192.168.13.41
normal,192.168.14.42
normal,192.168.13.42
normal,192.168.14.43
normal,192.168.13.43
normal,192.168.14.44
normal,192.168.13.44
normal,192.168.14.45
normal,192.168.13.45
normal,192.168.14.46
normal,192.168.13.46
normal,192.168.14.47
normal,192.168.13.47
normal,192.168.14.48
normal,192.168.13.48
normal,192.168.14.49
normal,192.168.13.49
normal,192.168.14.50
normal,192.168.13.50
normal,192.168.14.51
normal,192.168.13.51
normal,192.168.14.52
normal,192.168.13.52
normal,192.168.14.53
normal,192.168.13.53
normal,192.168.14.54
normal,192.168.13.54
normal,192.168.14.55
normal,192.168.13.55
normal,192.168.14.56
normal,192.168.13.56
normal,192.168.14.57
normal,198.123.8.2
normal,198.123.8.3
normal,198.123.8.4
normal,198.123.8.5
normal,198.123.8.6
normal,198.123.8.7
normal,198.123.8.8
normal,198.123.8.9
normal,198.123.8.10
normal,131.123.8.11
normal,132.123.8.12
normal,131.123.8.12
normal,132.123.8.13
normal,131.123.8.13
normal,132.123.8.14
normal,131.123.8.14
normal,132.123.8.15
normal,131.123.8.15
normal,132.123.8.16
normal,131.123.8.16
normal,132.123.8.17
normal,131.123.8.17
normal,132.123.8.18
normal,131.123.8.18
normal,132.123.8.19
normal,131.123.8.19
normal,132.123.8.20
normal,131.123.8.20
normal,132.123.8.21
normal,131.123.8.21
normal,132.123.8.22
normal,198.123.8.33
normal,198.123.8.34
normal,198.123.8.35
normal,198.123.8.36
normal,198.123.8.37
normal,198.123.8.38
normal,198.123.8.39
normal,198.123.8.40
normal,198.123.8.41
normal,198.123.8.42
normal,198.123.8.43
normal,198.123.8.44
normal,198.123.8.45
normal,198.123.8.46
normal,198.123.8.47
normal,198.123.8.48
normal,198.123.8.49
normal,198.123.8.50
normal,198.123.8.51
normal,198.123.8.52
normal,198.123.8.53
normal,198.123.8.54
normal,198.123.8.55
normal,198.123.8.56
normal,198.123.8.57
normal,198.123.8.58
normal,198.123.8.59
normal,198.123.8.60
normal,198.123.8.61
normal,198.123.8.62
normal,198.123.8.63
normal,198.123.8.64
normal,198.123.8.65
normal,198.123.8.66
normal,198.123.8.67
normal,198.123.8.68
normal,198.123.8.69
normal,198.123.8.70
normal,198.123.8.71
normal,198.123.8.72
normal,198.123.8.73
normal,198.123.8.74
normal,198.123.8.75
normal,198.123.8.76
normal,198.123.8.77
normal,198.123.8.78
normal,198.123.8.79
normal,198.123.8.80
normal,198.123.8.81
normal,198.123.8.82
normal,198.123.8.83
normal,198.123.8.84
normal,198.123.8.85
normal,198.123.8.86
normal,198.123.8.87
normal,198.123.8.88
normal,198.123.8.89
normal,198.123.8.90
normal,198.123.8.91
normal,198.123.8.92
normal,198.123.8.93
normal,198.123.8.94
normal,198.123.8.95
normal,198.123.8.96
normal,198.123.8.97
normal,198.123.8.98
normal,198.123.8.99
normal,198.123.8.100
normal,198.123.8.101
normal,198.123.8.102
normal,198.123.8.103
normal,198.123.8.104
normal,198.123.8.105
normal,198.123.8.106
normal,198.123.8.107
normal,198.123.8.108
normal,198.123.8.109
normal,198.123.8.110
normal,198.123.8.111
normal,198.123.8.112
normal,198.123.8.113
normal,198.123.8.114
normal,198.123.8.115
normal,198.123.8.116
normal,198.123.8.117
normal,198.123.8.118
normal,198.123.8.119
normal,198.123.8.120
normal,198.123.8.121
normal,198.123.8.122
normal,198.123.8.123
normal,248.123.8.123
normal,249.123.8.123
normal,248.123.8.124
normal,249.123.8.124
normal,248.123.8.125
normal,249.123.8.125
normal,248.123.8.126
normal,249.123.8.126
normal,248.123.8.127
normal,249.123.8.127
normal,198.123.8.134
normal,198.123.8.135
normal,198.123.8.136
normal,198.123.8.137
normal,198.123.8.138
normal,198.123.8.139
normal,198.123.8.140
normal,198.123.8.141
normal,198.123.8.142
normal,198.123.8.143
normal,198.123.8.144
normal,198.123.8.145
normal,198.123.8.146
normal,198.123.8.147
normal,198.123.3.1
normal,198.123.3.2
normal,198.123.3.3
normal,198.123.3.4
normal,198.123.3.5
normal,198.123.3.6
normal,198.123.3.7
normal,198.123.3.8
normal,198.123.3.9
normal,198.123.3.10
normal,198.123.3.11
normal,198.123.3.12
normal,198.123.3.13
normal,198.123.3.14
normal,198.123.3.15
normal,198.123.3.16
normal,198.123.3.17
normal,198.123.3.18
normal,198.123.3.19
normal,198.123.3.20
normal,198.123.3.21
normal,198.123.3.22
normal,198.123.3.23
normal,198.123.3.24
normal,198.123.3.25
normal,198.123.3.26
normal,198.123.3.27
normal,198.123.3.28
normal,198.123.3.29
normal,198.123.3.30
normal,198.123.3.31
normal,198.123.3.32
normal,198.123.3.33
normal,198.123.3.34
normal,198.123.3.35
normal,198.123.3.36
normal,205.123.3.37
normal,206.123.3.37
normal,205.123.3.38
normal,206.123.3.38
normal,205.123.3.39
normal,206.123.3.39
normal,205.123.3.40
normal,206.123.3.40
normal,205.123.3.41
normal,206.123.3.41
normal,205.123.3.42
normal,206.123.3.42
normal,198.123.3.49
normal,198.123.3.50
normal,198.123.3.51
normal,198.123.3.52
normal,198.123.3.53
normal,198.123.3.54
normal,198.123.3.55
normal,198.123.3.56
normal,198.123.3.57
normal,198.123.3.58
normal,198.123.3.59
normal,198.123.3.60
normal,198.123.3.61
normal,192.168.15.6
normal,192.168.15.7
normal,192.168.15.8
normal,192.168.15.9
normal,192.168.15.10
normal,192.168.15.11
normal,192.168.15.12
normal,192.168.15.13
normal,192.168.15.14
normal,192.168.15.15
normal,192.168.15.16
normal,192.168.15.17
normal,192.168.15.18
normal,192.168.15.19
normal,192.168.15.20
normal,192.168.15.21
normal,192.168.15.22
normal,192.168.15.23
normal,192.168.15.24
normal,192.168.15.25
normal,192.168.15.26
normal,192.168.15.27
normal,192.168.15.28
normal,192.168.15.29
normal,192.168.15.30
normal,192.168.15.31
normal,192.168.15.32
normal,192.168.15.33
normal,192.168.15.34
normal,192.168.15.35
normal,192.168.15.36
normal,192.168.15.37
normal,192.168.15.38
normal,192.168.15.39
normal,192.168.15.40
normal,192.168.15.41
normal,192.168.15.42
normal,192.168.15.43
normal,192.168.15.44
normal,192.168.15.45
normal,192.168.15.46
normal,192.168.15.47
normal,192.168.15.48
normal,192.168.15.49
normal,192.168.15.50
normal,192.168.15.51
normal,192.168.15.52
normal,192.168.15.53
normal,192.168.15.54
normal,192.168.15.55
normal,192.168.15.56
normal,192.168.5.14
normal,240.168.5.15
normal,241.168.5.16
normal,242.168.5.17
normal,192.168.5.18
normal,192.168.5.19
normal,192.168.5.20
normal,192.168.5.21
normal,192.168.5.22
normal,192.168.5.23
normal,192.168.5.24
normal,192.168.5.25
normal,192.168.5.26
normal,192.168.5.27
normal,192.168.5.28
normal,192.168.5.29
normal,192.168.5.30
normal,192.168.5.31
normal,194.167.116.11
normal,194.108.204.22
normal,194.108.204.19
normal,192.168.2.44
normal,192.168.5.2
normal,192.168.2.9
normal,192.168.3.4
normal,192.168.22.20
normal,192.168.1.2
normal,192.168.54.3
normal,192.168.4.77
normal,192.168.42.77
normal,192.165.3.88
normal,192.162.6.3
normal,191.228.4.5
normal,191.66.88.293
normal,192.127.66.34
normal,192.128.66.24
normal,192.158.2.33
normal,192.155.1.22
normal,191.55.34.2
normal,192.67.45.2
normal,210.155.33.44
normal,201.168.7.33
normal,191.55.234.34
normal,192.128.27.44
normal,191.45.55.67
normal,192.34.57.44
normal,192.145.66.77
normal,191.55.155.46
normal,192.156.128.66
normal,193.145.66.3
normal,194.55.36.45
normal,198.165.55.44
normal,101.66.75.44
normal,197.45.66.73
normal,198.44.57.33
normal,192.151.12.3
normal,193.152.168.44
